"id","topic_id","timestamp","data"
"455","1","-395963074","unknown_value_please_contact_support"
"456","1","-394740481","unknown_value_please_contact_support"
"457","7","-373436786","unknown_value_please_contact_support"
"458","9","-340480966","unknown_value_please_contact_support"
"459","8","-340316498","unknown_value_please_contact_support"
"460","3","-297502205","unknown_value_please_contact_support"
"461","4","-297434196","unknown_value_please_contact_support"
"462","1","-295895694","unknown_value_please_contact_support"
"463","1","-294504987","unknown_value_please_contact_support"
"464","7","-273829116","unknown_value_please_contact_support"
"465","8","-239895311","unknown_value_please_contact_support"
"466","9","-239823854","unknown_value_please_contact_support"
"467","3","-197459780","unknown_value_please_contact_support"
"468","4","-197390933","unknown_value_please_contact_support"
"469","1","-195976620","unknown_value_please_contact_support"
"470","1","-194552370","unknown_value_please_contact_support"
"471","7","-173952779","unknown_value_please_contact_support"
"472","8","-140206381","unknown_value_please_contact_support"
"473","9","-140133085","unknown_value_please_contact_support"
"474","3","-97161502","unknown_value_please_contact_support"
"475","4","-97080768","unknown_value_please_contact_support"
"476","1","-96035738","unknown_value_please_contact_support"
"477","1","-94433832","unknown_value_please_contact_support"
"478","7","-73854143","unknown_value_please_contact_support"
"479","9","-40504919","unknown_value_please_contact_support"
"480","8","-40410284","unknown_value_please_contact_support"
"481","3","2845202","unknown_value_please_contact_support"
"482","4","2919972","unknown_value_please_contact_support"
"483","1","5278058","unknown_value_please_contact_support"
"484","1","6966292","unknown_value_please_contact_support"
"485","7","26094079","unknown_value_please_contact_support"
"486","1","28242147","unknown_value_please_contact_support"
"487","8","60023420","unknown_value_please_contact_support"
"488","9","60099205","unknown_value_please_contact_support"
"489","3","102902013","unknown_value_please_contact_support"
"490","4","102976872","unknown_value_please_contact_support"
"491","1","105850530","unknown_value_please_contact_support"
"492","1","108414445","unknown_value_please_contact_support"
"493","7","125701281","unknown_value_please_contact_support"
"494","8","159888396","unknown_value_please_contact_support"
"495","9","159961177","unknown_value_please_contact_support"
"496","4","202711330","unknown_value_please_contact_support"
"497","3","202958974","unknown_value_please_contact_support"
"498","1","204965684","unknown_value_please_contact_support"
"499","1","206969502","unknown_value_please_contact_support"
"500","7","226104039","unknown_value_please_contact_support"
"501","8","259337343","unknown_value_please_contact_support"
"502","9","259397971","unknown_value_please_contact_support"
"503","4","302314667","unknown_value_please_contact_support"
"504","3","302474629","unknown_value_please_contact_support"
"505","1","303782605","unknown_value_please_contact_support"
"506","1","305396350","unknown_value_please_contact_support"
"507","7","325633632","unknown_value_please_contact_support"
"508","9","359403368","unknown_value_please_contact_support"
"509","8","359503686","unknown_value_please_contact_support"
"510","1","361825070","unknown_value_please_contact_support"
"511","3","402633842","unknown_value_please_contact_support"
"512","4","402697107","unknown_value_please_contact_support"
"513","1","403855194","unknown_value_please_contact_support"
"514","1","405588929","unknown_value_please_contact_support"
"515","7","425895498","unknown_value_please_contact_support"
"516","8","459611475","unknown_value_please_contact_support"
"517","9","459675223","unknown_value_please_contact_support"
"518","3","502290422","unknown_value_please_contact_support"
"519","4","502356525","unknown_value_please_contact_support"
"520","1","503935903","unknown_value_please_contact_support"
"521","1","505297268","unknown_value_please_contact_support"
"522","7","525895607","unknown_value_please_contact_support"
"523","8","559557446","unknown_value_please_contact_support"
"524","9","559629612","unknown_value_please_contact_support"
"525","3","602368667","unknown_value_please_contact_support"
"526","4","602434968","unknown_value_please_contact_support"
"527","1","604141848","unknown_value_please_contact_support"
"528","1","605555758","unknown_value_please_contact_support"
"529","7","625897593","unknown_value_please_contact_support"
"530","8","659534868","unknown_value_please_contact_support"
"531","9","659604757","unknown_value_please_contact_support"
"532","3","702452048","unknown_value_please_contact_support"
"533","4","702511275","unknown_value_please_contact_support"
"534","1","704061438","unknown_value_please_contact_support"
"535","1","705463967","unknown_value_please_contact_support"
"536","7","726006517","unknown_value_please_contact_support"
"537","8","759617390","unknown_value_please_contact_support"
"538","9","759699186","unknown_value_please_contact_support"
"539","3","802529299","unknown_value_please_contact_support"
"540","4","802595914","unknown_value_please_contact_support"
"541","1","804389676","unknown_value_please_contact_support"
"542","1","805917692","unknown_value_please_contact_support"
"543","7","825942535","unknown_value_please_contact_support"
"544","8","859604712","unknown_value_please_contact_support"
"545","9","859726413","unknown_value_please_contact_support"
"546","3","902497214","unknown_value_please_contact_support"
"547","4","902562911","unknown_value_please_contact_support"
"548","1","904514023","unknown_value_please_contact_support"
"549","1","905882790","unknown_value_please_contact_support"
"550","7","925669208","unknown_value_please_contact_support"
"551","8","959781614","unknown_value_please_contact_support"
"552","9","959853473","unknown_value_please_contact_support"
"553","3","1002442253","unknown_value_please_contact_support"
"554","4","1002506611","unknown_value_please_contact_support"
"555","1","1004075264","unknown_value_please_contact_support"
"556","1","1005116809","unknown_value_please_contact_support"
"557","7","1025698112","unknown_value_please_contact_support"
"558","1","1028207569","unknown_value_please_contact_support"
"559","8","1059643779","unknown_value_please_contact_support"
"560","9","1059719335","unknown_value_please_contact_support"
"561","3","1102720547","unknown_value_please_contact_support"
"562","4","1102820995","unknown_value_please_contact_support"
"563","1","1103758424","unknown_value_please_contact_support"
"564","1","1105782911","unknown_value_please_contact_support"
"565","7","1125912310","unknown_value_please_contact_support"
"566","8","1159834566","unknown_value_please_contact_support"
"567","9","1159910040","unknown_value_please_contact_support"
"568","3","1202672424","unknown_value_please_contact_support"
