time,stamp,level,name,msg,file,function,line
2023/06/29 11:16:01.850626774,"{'secs': 1688004439, 'nsecs': 498895168}",20,gnss_converter,All topics received,/home/jiyoung/snuboat_ws/src/snuboat_nav/snuboat_nav/gnss_converter.py,check_topics_status,53
2023/06/29 11:16:01.927034656,"{'secs': 1688002520, 'nsecs': 736867665}",20,kaboat_gps_rtk,"Latitude is: ""37.4558239""",/home/jiyoung/snuboat_ws/src/kaboat_gps_rtk/kaboat_gps_rtk/kaboat_gps_rtk.py,timer_callback,42
2023/06/29 11:16:01.928873823,"{'secs': 1688002520, 'nsecs': 738757875}",20,kaboat_gps_rtk,"Longitude is: ""126.9517031""",/home/jiyoung/snuboat_ws/src/kaboat_gps_rtk/kaboat_gps_rtk/kaboat_gps_rtk.py,timer_callback,43
2023/06/29 11:16:02.27149740,"{'secs': 1688002520, 'nsecs': 836589755}",20,kaboat_gps_rtk,"Latitude is: ""37.4558236667""",/home/jiyoung/snuboat_ws/src/kaboat_gps_rtk/kaboat_gps_rtk/kaboat_gps_rtk.py,timer_callback,42
2023/06/29 11:16:02.28512925,"{'secs': 1688002520, 'nsecs': 838326668}",20,kaboat_gps_rtk,"Longitude is: ""126.9517038333""",/home/jiyoung/snuboat_ws/src/kaboat_gps_rtk/kaboat_gps_rtk/kaboat_gps_rtk.py,timer_callback,43
2023/06/29 11:16:02.127320293,"{'secs': 1688002520, 'nsecs': 936564198}",20,kaboat_gps_rtk,"Latitude is: ""37.4558236667""",/home/jiyoung/snuboat_ws/src/kaboat_gps_rtk/kaboat_gps_rtk/kaboat_gps_rtk.py,timer_callback,42
2023/06/29 11:16:02.128907001,"{'secs': 1688002520, 'nsecs': 938480646}",20,kaboat_gps_rtk,"Longitude is: ""126.9517038333""",/home/jiyoung/snuboat_ws/src/kaboat_gps_rtk/kaboat_gps_rtk/kaboat_gps_rtk.py,timer_callback,43
2023/06/29 11:16:02.184424699,"{'secs': 1688004962, 'nsecs': 183928425}",20,differentiater,All topics received,/home/jiyoung/snuboat_ws/src/snuboat_nav/snuboat_nav/differentiater.py,check_topics_status,44
2023/06/29 11:16:02.228292411,"{'secs': 1688002521, 'nsecs': 37822438}",20,kaboat_gps_rtk,"Latitude is: ""37.4558236667""",/home/jiyoung/snuboat_ws/src/kaboat_gps_rtk/kaboat_gps_rtk/kaboat_gps_rtk.py,timer_callback,42
2023/06/29 11:16:02.231218762,"{'secs': 1688002521, 'nsecs': 40700787}",20,kaboat_gps_rtk,"Longitude is: ""126.9517038333""",/home/jiyoung/snuboat_ws/src/kaboat_gps_rtk/kaboat_gps_rtk/kaboat_gps_rtk.py,timer_callback,43
2023/06/29 11:16:02.328201324,"{'secs': 1688002521, 'nsecs': 137810732}",20,kaboat_gps_rtk,"Latitude is: ""37.4558236667""",/home/jiyoung/snuboat_ws/src/kaboat_gps_rtk/kaboat_gps_rtk/kaboat_gps_rtk.py,timer_callback,42
2023/06/29 11:16:02.330785423,"{'secs': 1688002521, 'nsecs': 140547472}",20,kaboat_gps_rtk,"Longitude is: ""126.9517038333""",/home/jiyoung/snuboat_ws/src/kaboat_gps_rtk/kaboat_gps_rtk/kaboat_gps_rtk.py,timer_callback,43
2023/06/29 11:16:02.427881959,"{'secs': 1688002521, 'nsecs': 237309019}",20,kaboat_gps_rtk,"Latitude is: ""37.4558236667""",/home/jiyoung/snuboat_ws/src/kaboat_gps_rtk/kaboat_gps_rtk/kaboat_gps_rtk.py,timer_callback,42
2023/06/29 11:16:02.429483600,"{'secs': 1688002521, 'nsecs': 239052396}",20,kaboat_gps_rtk,"Longitude is: ""126.9517038333""",/home/jiyoung/snuboat_ws/src/kaboat_gps_rtk/kaboat_gps_rtk/kaboat_gps_rtk.py,timer_callback,43
2023/06/29 11:16:02.527826232,"{'secs': 1688002521, 'nsecs': 337649220}",20,kaboat_gps_rtk,"Latitude is: ""37.4558236667""",/home/jiyoung/snuboat_ws/src/kaboat_gps_rtk/kaboat_gps_rtk/kaboat_gps_rtk.py,timer_callback,42
2023/06/29 11:16:02.530721233,"{'secs': 1688002521, 'nsecs': 340383709}",20,kaboat_gps_rtk,"Longitude is: ""126.9517038333""",/home/jiyoung/snuboat_ws/src/kaboat_gps_rtk/kaboat_gps_rtk/kaboat_gps_rtk.py,timer_callback,43
